,Unnamed: 0,base_new,base_lat,transl,POS
1687,10300,ө̄тэл,ɵtel,раньше,adv
1688,10307,ө̄тэрэпэч,ɵterepeč,по.прежнему,adv
1689,10297,өтусэч,ɵtuseč,спокойно,adv
1690,9,абал,abal,с.меньшим.количеством,adv
1691,8,абал,abal,мало,adv
1692,13,абаладмар,abaladmar,меньше,adv
1693,14,абаладмарач,abaladmarač,меньше,adv
1694,280,адыракая-да,adɨrakaja-da,неоднократно,adv
1695,268,а̄дукун,adukun,иногда,adv
1696,269,адун,adun,иногда,adv
1697,1161,ая̄вникан,ajawnikan,охотно,adv
1698,325,аймадит,ajmaďit,в.самый.раз,adv
1699,326,аймакань,ajmakan',хорошенько,adv
1700,342,аймулдань,ajmuldan',мирно,adv
1701,382,ак-хак,ak-хak,вперед,adv
1702,406,акач,akač,наглухо,adv
1703,415,активнаич,aktiwnaič,активно,adv
1704,525,алфавитач,alфawitač,по.алфавиту,adv
1705,424,алаке-е,alak'e-je,как.приятно,adv
1706,466,алдюс,alďus,стыдно,adv
1707,451,алгань,algan',пешком,adv
1708,468,алик,alik,уже,adv
1709,490,алладин,allaďin,аккуратно,adv
1710,515,алтиняч,altin'ač,набок,adv
1711,579,амардадун,amardadun,сзади,adv
1712,578,амардагидадун,amardagidadun,следом,adv
1713,580,амардала,amardala,позади,adv
1714,581,амардалан,amardalan,сзади,adv
1715,582,амардалин,amardalin,сзади,adv
1716,576,амаргинук,amarginuk,сзади,adv
1717,588,амарла,amarla,сзади,adv
1718,589,амарли,amarli,сзади,adv
1719,595,амаски,amaski,назад,adv
1720,597,а̄ма̄тникан,amatnikan,сообща,adv
1721,622,амника̄н,amnikan,вперемежку,adv
1722,637,амраксукан,amraksukan,побыстрее,adv
1723,681,амутнаникан,amutnanikan,наперебой,adv
1724,802,аньчиндун,an'čindun,возле,adv
1725,713,а̄нгич,angič,справа,adv
1726,707,а̄нгидаду,angidadu,справа,adv
1727,708,а̄нгидадук,angidaduk,справа,adv
1728,706,а̄нгидагич,angidagič,с.правой.стороны,adv
1729,702,а̄нгидагида,angidagida,по.правой.стороне,adv
1730,703,а̄нгидагидаду,angidagidadu,на.правой.стороне,adv
1731,704,а̄нгидагидадук,angidagidaduk,с.правой.стороны,adv
1732,705,а̄нгидагидала,angidagidala,на.правой.стороне,adv
1733,709,а̄нгидала,angidala,направо,adv
1734,710,а̄нгидали,angidali,справа,adv
1735,712,а̄нгидатки,angidatki,направо,adv
1736,759,а̄нки,anki,против.ветра,adv
1737,769,анӈамтаӈдянюми,anŋamtaŋďan'umi,со.своей.новой,adv
1738,770,анӈанидук,anŋaniduk,из.года.в.год,adv
1739,772,анӈантан,anŋantan,ежегодно,adv
1740,783,а̄нтаки,antaki,направо,adv
1741,838,а̄ӈка,aŋka,на.память,adv
1742,858,аӈтач,aŋtač,вдребезги,adv
1743,919,аранта,aranta,изредка,adv
1744,990,арча̄пки,arčapki,навстречу,adv
1745,1013,асиӈчил,asiŋčil,с.женой,adv
1746,1023,а̄сука̄нчадукий,asukančadukij,из,adv
1747,1024,асукун,asukun,во.сколько,adv
1748,1025,асукут,asukut,почти,adv
1749,1035,асуӈач,asuŋač,врасплох,adv
1750,1083,аткикатан,atkikatan,ежемесячно,adv
1751,1085,аткилакич,atkilakič,со.стороны.западных.ветров,adv
1752,1087,атла̄н,atlan,у,adv
1753,1089,атлӣн,atlin,мимо,adv
1754,89,авдачинь,awdačin',заботливо,adv
1755,111,авкач,awkač,хитро,adv
1756,121,а̄вникан,awnikan,вдобавок,adv
1757,143,а̄втыӈач,awtɨŋač,вдобавок,adv
1758,1190,бадич,baďič,рано,adv
1759,1185,бадикараптук,baďikaraptuk,с.утра,adv
1760,1217,байыке-е,bajɨk'e-je,ой.какая.лень,adv
1761,1341,бардаду,bardadu,на.противоположной.стороне,adv
1762,1342,бардала,bardala,на.противоположной.стороне,adv
1763,1343,бардали,bardali,на.противоположной.стороне,adv
1764,1344,бардатки,bardatki,на.противоположную.сторону,adv
1765,1319,баргаса,bargasa,напротив,adv
1766,1330,баргич,bargič,с.той.стороны,adv
1767,1322,баргидаду,bargidadu,на.противоположной.стороне,adv
1768,1323,баргидала,bargidala,на.противоположной.стороне,adv
1769,1324,баргидали,bargidali,на.противоположной.стороне,adv
1770,1325,баргидатки,bargidatki,на.противоположную.сторону,adv
1771,1326,баргила,bargila,на.противоположной.стороне,adv
1772,1327,баргили,bargili,по.противоположной.стороне,adv
1773,1329,баргинук,barginuk,с.той.стороны,adv
1774,1352,бассаки,bassaki,на.ту.сторону,adv
1775,1361,ба̄турач,baturač,храбро,adv
1776,1925,бэ̄кэлэч,bekeleč,отдельно,adv
1777,1921,бэ̄кэлтэч,bekelteč,отдельно,adv
1778,1942,бэлэндин,belenďin,при.помощи,adv
1779,1466,бичэ,biče,должно.быть,adv
1780,1468,бичэдун,bičedun,вместо,adv
1781,1470,бичэлэ̄н,bičelen,вместо,adv
1782,1413,бидэн,biden,так.и.быть,adv
1783,1414,бидэ̄н,biden,довольно,adv
1784,1415,бидэ̄н-е,biden-je,довольно,adv
1785,1411,бидин-ул,biďin-ul,может.быть,adv
1786,1440,бипкэч,bipkeč,крепко,adv
1787,1455,бисө̄ми,bisɵmi,зря,adv
1788,1464,битлэдун,bitledun,вместо,adv
1789,1465,битлэлэн,bitlelen,вместо,adv
1790,1496,бодапки,bodapki,следом,adv
1791,1499,бодипки,boďipki,следом,adv
1792,1500,бодникан,bodnikan,следом,adv
1793,1565,боӈкипки,boŋkipki,выпукло,adv
1794,1573,боргас,borgas,вдребезги,adv
1795,1658,бугаски,bugaski,в.сторону.от.жилья,adv
1796,1663,бугуски,buguski,в.сторону.от.жилья,adv
1797,1681,буигич,buigič,из.леса,adv
1798,1682,буин,buin,в.лесу,adv
1799,1683,буинук,buinuk,из.леса,adv
1800,1686,буйинук,bujinuk,из.тайги,adv
1801,1687,буйла,bujla,в.сторонке,adv
1802,1711,булдургэч,buldurgeč,ровно,adv
1803,1718,булдутыч,buldutɨč,ровно,adv
1804,1736,булурикан,bulurikan,как.только.стемнеет,adv
1805,1798,бӯтас,butas,вдребезги,adv
1806,1652,бувуски,buwuski,в.сторону.от.жилья,adv
1807,13474,чө̄чинь,čɵčin',на.корточки,adv
1808,13447,чөлбэс,čɵlbes,сквозь,adv
1809,13468,чөп,čɵp,совсем,adv
1810,13469,чөптэрэ,čɵptere,всегда,adv
1811,13041,ча̄,ča,прочь,adv
1812,13049,ча̄гду,čagdu,там,adv
1813,13050,ча̄гдуӈ,čagduŋ,оттуда,adv
1814,13051,ча̄гич,čagič,оттуда,adv
1815,13052,ча̄гла,čagla,там,adv
1816,13053,ча̄гли,čagli,там,adv
1817,13054,ча̄гу,čagu,позавчера,adv
1818,13068,ча̄к,čak,прочь,adv
1819,13101,чактич,čaktič,быстро,adv
1820,13110,чакутич,čakutič,аккуратно,adv
1821,13121,ча̄маич,čamaič,сильно,adv
1822,13142,час,čas,так.и.быть,adv
1823,13146,ча̄ски,časki,дальше,adv
1824,13586,чэ̄,če,прочь,adv
1825,13617,чэмэнкин,čemenkin,сначала,adv
1826,13635,чэсӈэс,česŋes,как.ни.в.чем.не.бывало,adv
1827,13588,чэ̄въэ,čewъe,много,adv
1828,13589,чэ̄въэв,čewъew,много,adv
1829,13215,чӣдадукун,čidadukun,из,adv
1830,13216,чӣдадун,čidadun,позади,adv
1831,13219,чӣдалан,čidalan,позади,adv
1832,13220,чӣдалан,čidalan,позади,adv
1833,13221,чӣдали,čidali,позади,adv
1834,13222,чӣдалин,čidalin,позади,adv
1835,13253,чила-н,čila-n,вплотную,adv
1836,13362,чобдас,čobdas,сквозь,adv
1837,13410,чораняч,čoran'ač,мягко,adv
1838,13506,чӯлбас,čulbas,зелено,adv
1839,13516,чумукан,čumukan,дотла,adv
1840,13525,чуӈа̄тич,čuŋatič,звонко,adv
1841,3246,дөлбэч,dɵlbeč,спокойно,adv
1842,3244,дөлбэди,dɵlbeďi,спокойно,adv
1843,3289,дӫ̄рэкэнь,dӫreken',в.два.раза,adv
1844,3276,дӫ̄ридюр,dӫriďur,вдвоем,adv
1845,3278,дӫрис,dӫris,мелькнув,adv
1846,3299,дӫ̄тэл,dӫtel,по.два,adv
1847,2764,дагриткан,dagritkan,немного,adv
1848,4066,дяютникан,ďajutnikan,незаметно,adv
1849,2768,да̄лбу,dalbu,близко,adv
1850,2770,да̄лбудук,dalbuduk,поблизости,adv
1851,2772,да̄лбула,dalbula,близко,adv
1852,2795,да̄лиду,dalidu,близко,adv
1853,2796,да̄лидук,daliduk,с.близкого.расстояния,adv
1854,2797,да̄лидун,dalidun,около,adv
1855,2793,да̄лигич,daligič,вблизи,adv
1856,2799,да̄лила,dalila,близко,adv
1857,2800,да̄лилан,dalilan,около,adv
1858,2801,да̄лили,dalili,близко,adv
1859,2802,да̄лилин,dalilin,около.подле,adv
1860,2804,да̄линук,dalinuk,вблизи,adv
1861,2805,да̄лисукан,dalisukan,чуть.ближе,adv
1862,2806,да̄литки,dalitki,поближе,adv
1863,2807,да̄литкин,dalitkin,поближе,adv
1864,2813,далрач,dalrač,сладко,adv
1865,2816,далсич,dalsič,сладко,adv
1866,2819,да̄лтач,daltač,рядом,adv
1867,4006,дялупки,ďalupki,так.идти.чтобы.разминуться,adv
1868,4020,дяпкадин,ďapkaďin,подробно,adv
1869,4022,дяпкакли,ďapkakli,до.восьми,adv
1870,4024,дяпкалитан,ďapkalitan,между,adv
1871,4042,дяпкатал,ďapkatal,по.восемь,adv
1872,2835,дара̄нь,daran',в.ряд,adv
1873,2831,дара̄нач,daranač,рядом,adv
1874,2832,дара̄ндулан,darandulan,рядом,adv
1875,2833,дара̄ндулин,darandulin,рядом,adv
1876,2834,дара̄ндун,darandun,рядом,adv
1877,2838,да̄рапки,darapki,раскрыв.руки.стороны,adv
1878,2709,давапки,dawapki,через.реку,adv
1879,3948,дявулач,ďawulač,за.руку,adv
1880,3950,дявулда,ďawulda,за.руку,adv
1881,2856,де,ďe,да,adv
1882,2884,дебэмникэн,ďebemniken,впроголодь,adv
1883,3609,дэгэбгэн,degebgen,можно.лететь,adv
1884,2929,дегэндэдук,ďegendeduk,слева,adv
1885,2930,дегэндэли,ďegendeli,по.левой.стороне,adv
1886,2927,дегэнгэгдук,ďegengegduk,с.левой.стороны,adv
1887,2925,дегэнгич,ďegengič,слева,adv
1888,2920,дегэнгидэду,ďegengidedu,слева,adv
1889,2921,дегэнгидэдук,ďegengideduk,с.левой.стороны.местности,adv
1890,2922,дегэнгидэкки,ďegengidekki,налево,adv
1891,2924,дегэнгидэлэ,ďegengidele,слева,adv
1892,2923,дегэнгидэли,ďegengideli,слева,adv
1893,2933,дегэнтэки,ďegenteki,налево,adv
1894,3602,дэ̄гич,degič,сверху.с.горы,adv
1895,2914,дегич,ďegič,сверху.гор,adv
1896,2912,де̄гилэгич,ďegilegič,со.стороны.северных.ветров,adv
1897,3626,дэич,deič,сверху,adv
1898,3628,дэйдэдун,dejdedun,на.горе,adv
1899,3630,дэйдэлэ,dejdele,в.глубине.материка.в.тайге,adv
1900,3631,дэйдэлэн,dejdelen,на.горе,adv
1901,3629,дэйдэлин,dejdelin,по.горе,adv
1902,2956,дейилэгич,ďejilegič,со.стороны.северных.ветров,adv
1903,3647,дэлдэс,deldes,пополам.вдоль,adv
1904,3676,дэ̄лэ,dele,вверху,adv
1905,3678,дэ̄лэ,dele,точно,adv
1906,2996,де̄лэ,ďele,вверху.на.горе,adv
1907,3000,делэ̄мэч,ďelemeč,тайно,adv
1908,3648,дэ̄ли,deli,вверху,adv
1909,2991,де̄ли,ďeli,вверху.гор,adv
1910,3660,дэлкэс,delkes,на.части,adv
1911,3671,дэлминь,delmin',свободно,adv
1912,3670,дэлминикэн,delminiken,свободно,adv
1913,3032,демэч,ďemeč,впроголодь,adv
1914,3029,демэнь,ďemen',впроголодь,adv
1915,3685,дэ̄мӈэч,demŋeč,широко,adv
1916,3686,дэн,den,вверху,adv
1917,3035,де̄н,ďen,вверху,adv
1918,3037,дендин,ďenďin,краем.глаза,adv
1919,3688,дэ̄нук,denuk,сверху,adv
1920,3045,де̄нук,ďenuk,сверху.гор,adv
1921,3695,дэӈнирэкэн,deŋnireken,до.обморока,adv
1922,3696,дэ̄пки,depki,навстречу,adv
1923,3697,дэ̄пкилтэ,depkilte,навстречу,adv
1924,3715,дэрэмкэкэнь,deremkeken',насмерть,adv
1925,3728,дэрэ̄ндун,derendun,в.верховье.реки,adv
1926,3706,дэриӈчинь,deriŋčin',наутек,adv
1927,3083,дес,ďes,по.размеру,adv
1928,3735,дэсчипки,desčipki,лежа,adv
1929,3739,дэсчисэпки,desčisepki,лежа,adv
1930,3730,дэ̄ски,deski,вверх.от.моря,adv
1931,3085,де̄ски,ďeski,вверх,adv
1932,3086,десмэкэн,ďesmeken,в.самый.раз,adv
1933,3115,дипкун,ďipkun,вплотную,adv
1934,3116,дипкутич,ďipkutič,плотно,adv
1935,3464,дыгэкли,dɨgekli,около.четырех,adv
1936,3475,дыгэрмэнь,dɨgermen',в.четыре.ряда,adv
1937,3476,дыгэтэл,dɨgetel,по.четыре,adv
1938,3459,дыгрэкэе,dɨgrekeje,четырежды,adv
1939,3460,дыгрэкэн,dɨgreken,четырехкратно,adv
1940,3461,дыгрэкэнь,dɨgreken',вчетверо,adv
1941,3462,дыгтэл,dɨgtel,по.четыре,adv
1942,3486,дыкэӈчинь,dɨkeŋčin',незаметно,adv
1943,3523,дыӈтич,dɨŋtič,густо,adv
1944,3532,ды̄прэч,dɨpreč,крепко,adv
1945,3556,дырэс-тэкэн,dɨres-teken,лететьстремительно,adv
1946,2891,дёбэнӈэч,ďobenŋeč,строго,adv
1947,2948,дёдчач,ďodčač,наготове,adv
1948,3151,до̄ду,dodu,внутри,adv
1949,3152,до̄дук,doduk,изнутри,adv
1950,3146,до̄гич,dogič,изнутри,adv
1951,3143,до̄гидадун,dogidadun,внутри,adv
1952,3144,до̄гидалан,dogidalan,внутри,adv
1953,3145,до̄гидаткин,dogidatkin,внутрь,adv
1954,2961,дёкалдачич,ďokaldačič,согласованно,adv
1955,3166,до̄ла,dola,внутри,adv
1956,3183,долбач,dolbač,спокойно,adv
1957,3173,долбакан,dolbakan,до.ночи,adv
1958,3177,долбантан,dolbantan,еженочно,adv
1959,3193,долдань,doldan',чутко,adv
1960,3197,до̄ли,doli,внутри,adv
1961,3031,дёмэнь,ďomen',голодно,adv
1962,3221,до̄сас,dosas,откинувшись.от.удара,adv
1963,3222,до̄ски,doski,внутри,adv
1964,3227,до̄тки,dotki,внутри,adv
1965,3748,дюбас,ďubas,нырнув,adv
1966,3791,дюгулин,ďugulin,по.поводу,adv
1967,3360,дулаканду,dulakandu,посередине,adv
1968,3362,дулакандулан,dulakandulan,среди,adv
1969,3364,дулакандулин,dulakandulin,посередине,adv
1970,3365,дулакандун,dulakandun,среди,adv
1971,3374,дулбач,dulbač,спокойно,adv
1972,3846,дюлдэ,ďulde,перед,adv
1973,3847,дюлдэ-н,ďulde-n,перед,adv
1974,3849,дюлдэдун,ďuldedun,перед,adv
1975,3851,дюлдэлэн,ďuldelen,впереди,adv
1976,3850,дюлдэлин,ďuldelin,накануне,adv
1977,3870,дюлэмэтникэн,ďulemetniken,попеременно,adv
1978,3872,дюлэпки,ďulepki,вперед,adv
1979,3873,дюлэ̄ски,ďuleski,впереди,adv
1980,3845,дюлгич,ďulgič,с.передней.стороны,adv
1981,3843,дюлгидэдук,ďulgideduk,спереди,adv
1982,3854,дюлин,ďulin,впереди,adv
1983,3855,дюлинук,ďulinuk,спереди,adv
1984,3379,дулкакмалан,dulkakmalan,до.самой.середины,adv
1985,3860,дюллэ,ďulle,впереди,adv
1986,3380,дуллоя,dulloja,прямо,adv
1987,3888,дюпки,ďupki,вдоль,adv
1988,3897,дюптич,ďuptič,вдвойне,adv
1989,3430,дӯсэч,duseč,крепко.спать,adv
1990,3756,дювулин,ďuwulin,по.поводу,adv
1991,13698,эбэтэ,ebete,часто.мочащийся,adv
1992,14685,эчикэн,ečiken,настолько,adv
1993,14689,эчин-дэ,ečin-de,так,adv
1994,14690,эчин-ул,ečin-ul,непременно,adv
1995,14691,эчинь,ečin',старательно,adv
1996,13893,эдэнду,edendu,при.ветре,adv
1997,13876,эдьгидэлэ,eďgidele,в.низовьях,adv
1998,13877,эдьгинук,eďginuk,с.низовьев,adv
1999,13860,эдилэ,eďile,в.низовьях,adv
2000,13858,эдили,eďili,по.низовьям,adv
2001,13861,эдин,eďin,внизу,adv
2002,13863,эдинук,eďinuk,снизу,adv
2003,13864,эдлэн,edlen,до.пока.не,adv
2004,13865,эду,edu,здесь,adv
2005,13868,эдук,eduk,отсюда,adv
2006,13871,эдунь,edun',ветрено,adv
2007,13829,эгдэс,egdes,так.что.разорвался,adv
2008,13830,эгдэси,egdesi,довольно,adv
2009,13815,эгде̄тмэр,egďetmer,более,adv
2010,13911,эеки,ejeki,по.течению.реки,adv
2011,13948,эйр,ejr,умеренно,adv
2012,13949,эк,ek,вперед,adv
2013,13950,эк,ek,вперед,adv
2014,13951,эк,ek,вперед,adv
2015,13977,экчэсэ,ekčese,к.сожалению,adv
2016,13992,экэрэч,ekereč,про.себя,adv
2017,13958,экич,ekič,нельзя,adv
2018,13970,экурунь,ekurun',озабоченно,adv
2019,14036,элдур,eldur,к.счастью,adv
2020,14074,элэ,ele,здесь,adv
2021,14078,элэ-т-тэ,ele-t-te,тут,adv
2022,14088,элэкэнь,eleken',как.раз,adv
2023,14089,элэкэс,elekes,сперва,adv
2024,14024,э̄лгэду,elgedu,между,adv
2025,14026,э̄лгэдун,elgedun,между,adv
2026,14029,э̄лгэлэ,elgele,между,adv
2027,14030,э̄лгэлэн,elgelen,между,adv
2028,14027,э̄лгэли,elgeli,между ,adv
2029,14028,э̄лгэлин,elgelin,между,adv
2030,14043,эли,eli,здесь,adv
2031,14057,элиӈчинь,eliŋčin',наспех,adv
2032,14055,элиӈчиникэн,eliŋčiniken,спешно,adv
2033,14060,элиӈэч,eliŋeč,наспех,adv
2034,14045,эливунь,eliwun',действительно,adv
2035,14066,элкэ,elke,как.ни.в.чем.не.бывало,adv
2036,14116,эмдэды,emdedɨ,мысленно,adv
2037,14158,эмэбӈие,emebŋije,давно.заброшенный,adv
2038,14186,эмэрэч,emereč,остро,adv
2039,14132,э̄мӈэч,emŋeč,широко,adv
2040,14144,эмтэс,emtes,насквозь,adv
2041,14239,э̄ньдин,en'ďin,наравне,adv
2042,14247,энэ̄,ene,больно,adv
2043,14256,энэч,eneč,счастливо,adv
2044,14198,э̄нидин,eniďin,наравне,adv
2045,14228,энтэкэе,entekeje,очень,adv
2046,14234,э̄нукэнь,enuken',наобум,adv
2047,14329,эӈэеч,eŋeječ,богато,adv
2048,14341,эӈэнэӈ,eŋeneŋ,наверное,adv
2049,14339,эӈэникму,eŋenikmu,по.пояс,adv
2050,14287,эӈичэ̄ньди,eŋičen'ďi,изо.всех.сил,adv
2051,14274,эӈиму,eŋimu,через.силу,adv
2052,14309,эӈние,eŋnije,очень,adv
2053,14379,эр-тылэ,er-tɨle,сейчас,adv
2054,14427,эрдэдукун,erdedukun,снизу,adv
2055,14428,эрдэдун,erdedun,внизу,adv
2056,14426,эрдэгидин,erdegiďin,снизу,adv
2057,14431,эрдэлэ,erdele,в.эту.сторону,adv
2058,14432,эрдэлэ,erdele,вниз,adv
2059,14429,эрдэли,erdeli,внизу,adv
2060,14430,эрдэлин,erdelin,внизу,adv
2061,14439,эрдэмрэч,erdemreč,слабо,adv
2062,14443,эрдэткин,erdetkin,внизу,adv
2063,14422,эрды-н,erdɨ-n,столько,adv
2064,14519,эрэгэр,ereger,постоянно,adv
2065,14516,эрэглэ,eregle,навсегда,adv
2066,14526,эрэли,ereli,вокруг,adv
2067,14553,эрэӈэнь,ereŋen',старательно,adv
2068,14514,эрэв,erew,в.этом.году,adv
2069,14398,эргич,ergič,отсюда,adv
2070,14399,эргич,ergič,снизу,adv
2071,14385,эргидмэр,ergidmer,более,adv
2072,14392,эргилэ,ergile,вниз,adv
2073,14389,эргили,ergili,внизу,adv
2074,14394,эргин,ergin,внизу,adv
2075,14397,эргинук,erginuk,снизу,adv
2076,14501,эртэки,erteki,сюда,adv
2077,14502,эртэмэн,ertemen,к.сожалению,adv
2078,14613,эсэч,eseč,ровно,adv
2079,14603,эсэмэ,eseme,погодя,adv
2080,14604,эсэмэк,esemek,погодя,adv
2081,14601,эсэмикэн,esemiken,очень,adv
2082,14573,эсимэ,esime,потом,adv
2083,14574,эсимэк,esimek,потом,adv
2084,14591,э̄скэникэн,eskeniken,одобрительно,adv
2085,14584,э̄скунь,eskun',дешево,adv
2086,14596,эссэки,esseki,вниз,adv
2087,14619,эти-ду-тит,eti-du-tit,хоть,adv
2088,13790,эвэчич,ewečič,резво,adv
2089,13769,эвэдыч,ewedɨč,по.эвенски,adv
2090,13786,эвэски,eweski,сюда,adv
2091,13703,эвгилэ,ewgile,сюда,adv
2092,13702,эвгили,ewgili,здесь,adv
2093,13704,эвгин,ewgin,поближе,adv
2094,13705,эвгинук,ewginuk,отсюда,adv
2095,13739,эвсэ,ewse,очень,adv
2096,13740,эвсэч,ewseč,очень,adv
2097,13752,эвумкин,ewumkin,спск,adv
2098,13756,эвунгич,ewungič,сбоку,adv
2099,2666,гя̄лкан,g'alkan,в.браке,adv
2100,2400,гөбэс,gɵbes,погрузившись,adv
2101,2051,гадач,gadač,везде,adv
2102,2049,га̄датакман,gadatakman,пополам,adv
2103,2050,га̄датаӈ,gadataŋ,по.одному.из.пары,adv
2104,2070,гаинь,gain',в.обмен,adv
2105,2077,га̄ймачинь,gajmačin',взамен,adv
2106,2075,га̄йматника̄н,gajmatnikan,в.обмен,adv
2107,2120,га̄симич,gasimič,всегда,adv
2108,2622,гэӈэс,geŋes,воткнувшись,adv
2109,2632,гэрбэлин,gerbelin,везде,adv
2110,2233,гилтас,giltas,добела,adv
2111,2337,горадмар,goradmar,дальше,adv
2112,2338,горадмарач,goradmarač,дальше,adv
2113,2342,горалта,goralta,редко.вдали,adv
2114,2343,горалтач,goraltač,редко,adv
2115,2349,горду,gordu,вдали,adv
2116,2348,горгич,gorgič,издали,adv
2117,2353,горинук,gorinuk,издали,adv
2118,2354,горка̄н,gorkan,недалеко,adv
2119,2355,горла,gorla,вдали,adv
2120,2356,горли,gorli,вдали,adv
2121,2490,гӯдач,gudač,высоко,adv
2122,2480,гӯдамкар,gudamkar,очень.высокий,adv
2123,2473,гугдеку,gugďeku,вкось,adv
2124,4273,и-и,i-i,так,adv
2125,4278,ибгамака̄нь,ibgamakan',хорошенько,adv
2126,4426,идэч,ideč,звонко,adv
2127,4414,иду,idu,где,adv
2128,4417,иду-дэ,idu-de,где,adv
2129,4416,иду-вул,idu-wul,где.то,adv
2130,4418,идук,iduk,откуда,adv
2131,4419,идук-тэ,iduk-te,откуда.нибудь,adv
2132,4403,ӣгэч,igeč,звонко,adv
2133,4377,ӣграникан,igranikan,спокойно,adv
2134,4384,ӣграӈчиникан,igraŋčinikan,молча,adv
2135,4389,ӣгтаӈич,igtaŋič,спокойно,adv
2136,4445,икарач,ikarač,отчаянно,adv
2137,4456,икутич,ikutič,молча,adv
2138,4463,икутыч,ikutɨč,молча,adv
2139,4461,икутывчинь,ikutɨwčin',молча,adv
2140,4496,ила,ila,хотя.бы,adv
2141,4530,илачипки,ilačipki,вертикально,adv
2142,4524,илатал,ilatal,по.три,adv
2143,4716,илэ,ile,где,adv
2144,4718,илэ-дэ,ile-de,где.либо.нигде,adv
2145,4717,илэ-вул,ile-wul,где.либо,adv
2146,4584,или,ili,вдоль,adv
2147,4586,или,ili,откуда,adv
2148,4594,или-дэ,ili-de,где,adv
2149,4593,или-вул,ili-wul,где,adv
2150,4598,иликка,ilikka,Иликаен,adv
2151,4599,илилатан,ililatan,на.третий,adv
2152,4639,илнидюр,ilniďur,втроем,adv
2153,4646,илракан,ilrakan,трижды,adv
2154,4671,илтэкиммъекэн,iltekimmъjeken,илтэ,adv
2155,4691,илумкудмэр,ilumkudmer,уже,adv
2156,4692,илумкудмэрэч,ilumkudmereč,более,adv
2157,4824,иначич,inačič,храбро,adv
2158,5005,инэмэч,inemeč,крепко,adv
2159,5009,инэӈтэн,ineŋten,ежедневно,adv
2160,4875,ӣнич,inič,заживо,adv
2161,4895,инмач,inmač,быстро,adv
2162,4897,инмача-а,inmača-a,скорей,adv
2163,4881,инма̄дмар,inmadmar,быстрее,adv
2164,4882,инма̄дмарач,inmadmarač,быстрее,adv
2165,4917,иннюн,inn'un,с.тобой,adv
2166,4966,интэки,inteki,к.тебе,adv
2167,5097,ипкач,ipkač,тайком,adv
2168,5108,ипкэкэч,ipkekeč,тайком,adv
2169,5217,ирдын,irdɨn,по.какой.величине,adv
2170,5336,ирэклэ,irekle,до.каких.пор,adv
2171,5340,ирэлкэн,irelken,с.трещинами,adv
2172,5342,ирэмкэн,iremken,с.трещинами,adv
2173,5349,ирэптук,ireptuk,с.каких.пор,adv
2174,5194,иргич,irgič,откуда,adv
2175,5195,иргич-ул,irgič-ul,откуда.либо.,adv
2176,5181,иргидэду,irgidedu,где.в.какой.стороне,adv
2177,5180,иргидэгич,irgidegič,откуда,adv
2178,5185,иргидэлэ,irgidele,куда.в.какую.сторону,adv
2179,5187,иргидэлэ-дэ,irgidele-de,где.либо.никуда,adv
2180,5186,иргидэлэ-вул,irgidele-wul,где.либо.куда.либо,adv
2181,5182,иргидэли,irgideli,где.в.какой.стороне,adv
2182,5184,иргидэли-дэ,irgideli-de,где.либо.нигде,adv
2183,5183,иргидэли-вул,irgideli-wul,где.либо,adv
2184,5188,иргидэтки,irgidetki,куда.в.какой.стороне,adv
2185,5190,иргидэтки-дэ,irgidetki-de,куда.либо.никуда,adv
2186,5189,иргидэтки-вул,irgidetki-wul,куда.либо,adv
2187,5192,иргит-тэ,irgit-te,откуда.либо.ниоткуда,adv
2188,5240,ӣркаракан,irkarakan,когда.будет.кричать,adv
2189,5260,иррө̄чин-ул,irrɵčin-ul,хоть.какой,adv
2190,5266,иртэки,irteki,куда,adv
2191,5268,иртэки-дэ,irteki-de,куда.либо,adv
2192,5267,иртэки-вул,irteki-wul,куда,adv
2193,5362,исадилникан,isaďilnikan,приблизившись,adv
2194,5363,исадилрикаканди,isaďilrikakanďi,приблизившись,adv
2195,5364,исадилриками,isaďilrikami,приближаясь,adv
2196,5422,ӣсэклэ,isekle,до.вечера,adv
2197,5393,истала,istala,до.пока,adv
2198,5445,итаня,itan'a,очень.жарко,adv
2199,5487,итэпкискэн,itepkisken,вниз.по.течению,adv
2200,5462,иткиду,itkidu,снаружи,adv
2201,5463,иткилэ,itkile,снаружи,adv
2202,4308,ивкэӈит,iwkeŋit,молча,adv
2203,4313,ӣвнун,iwnun,с.молодыми.с.реди.молодых,adv
2204,14744,я̄гай,jagaj,для,adv
2205,14779,я̄ми,jami,отчего,adv
2206,14781,я̄ми-да,jami-da,непременно,adv
2207,14782,ями-нна,jami-nna,зачем,adv
2208,14780,я̄ми-вул,jami-wul,почему,adv
2209,14809,яӈчай,jaŋčaj,к.чему,adv
2210,14804,я̄ӈгай,jaŋgaj,зачем,adv
2211,14815,я̄ракан,jarakan,за,adv
2212,14819,я̄риван,jariwan,зачем,adv
2213,4125,е̄лтэниди,jelteniďi,мимо,adv
2214,4131,е̄лтэпки,jeltepki,мимо,adv
2215,4132,е̄лтэс,jeltes,мимо,adv
2216,4176,ёсчимэ̄тникэн,josčimetniken,взапуски,adv
2217,6309,көчэ,kɵče,очень.мало,adv
2218,6307,көчукэтэлди,kɵčuketelďi,мало.помалу,adv
2219,6208,көкэкэн,kɵkeken,наповал,adv
